idna_subject,checker_type,destination,tested_at
||homepageking.de^$important,AVAILABILITY,origin.list,2022-12-04 07:37:51.908535
||hometalk-d.openx.net^$important,AVAILABILITY,origin.list,2022-12-04 07:37:52.746672
||hook.integromat.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:52.799665
||homevideo.b2c.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:52.822765
||hooks.punchh.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:52.854906
||homify.com.mx^$important,AVAILABILITY,origin.list,2022-12-04 07:37:52.861416
||horologium.iad.appboy.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:53.562419
||horizon-nj1.sailthru.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:53.752487
||hosting-source.bm23.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:53.760780
||horizon.sailthru.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:53.763123
||hostedads.realitykings.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:53.819612
||hostgrater.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:54.183274
||hot-mob.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:54.672184
||hosting.effiliation.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:54.768584
||hot2.53.localytics.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:54.779691
||hosting.sproutbuilder.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:54.809934
||hotchatdate.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:54.914802
||hotjar.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:55.345768
||hotpot.360in.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:55.658109
||hotkeys.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:55.693226
||hotrank.com.tw^$important,AVAILABILITY,origin.list,2022-12-04 07:37:55.709762
||hotlog.ru^$important,AVAILABILITY,origin.list,2022-12-04 07:37:55.729810
||hotwords.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:55.945163
||houseads-prod.elasticbeanstalk.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:56.484358
||houseads.ttpsdk.info^$important,AVAILABILITY,origin.list,2022-12-04 07:37:56.622723
||howdoesin.net^$important,AVAILABILITY,origin.list,2022-12-04 07:37:56.660337
||howler.shareaholic.com^$important,AVAILABILITY,origin.list,2022-12-04 07:37:56.686492
