idna_subject,checker_type,destination,source,tested_at,session_id
||0914.global.ssl.fastly.net^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:54.091790,df740bd04f612d3d289749b4
||0c3-a.tlnk.io^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:54.268791,df740bd04f612d3d289749b4
||050y9lhe8p.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:54.265669,df740bd04f612d3d289749b4
||0i0i0i0.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:54.287866,df740bd04f612d3d289749b4
||1-100-62-1.b.cdn13.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:54.349142,df740bd04f612d3d289749b4
||1197817332.peerclicktrk.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:55.341488,df740bd04f612d3d289749b4
||140proof.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:55.561367,df740bd04f612d3d289749b4
||123mov.is^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:55.576796,df740bd04f612d3d289749b4
||101order.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:55.603566,df740bd04f612d3d289749b4
||123found.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:55.708513,df740bd04f612d3d289749b4
||1551282655.m-wlmw.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:56.164141,df740bd04f612d3d289749b4
||162f24aaa36a42da94d7fafb8e417e29-adf0901f1861.cdn.forter.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:56.504021,df740bd04f612d3d289749b4
||1681.engine.mobileapptracking.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:56.506045,df740bd04f612d3d289749b4
||1551038821.m-wlmw.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:56.532143,df740bd04f612d3d289749b4
||180hits.de^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:56.568848,df740bd04f612d3d289749b4
||180searchassistant.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:56.982443,df740bd04f612d3d289749b4
||189638.engine.mobileapptracking.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:57.529484,df740bd04f612d3d289749b4
||181fm.adswizz.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:57.581626,df740bd04f612d3d289749b4
||181fm.deliveryengine.adswizz.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:57.583600,df740bd04f612d3d289749b4
||19534.redirect.appmetrica.yandex.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:57.602351,df740bd04f612d3d289749b4
||1bb821ddb967b3e010b63f2a2f3308e3.api.appsee.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:57.800534,df740bd04f612d3d289749b4
||1phads.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:58.415321,df740bd04f612d3d289749b4
||2.iad.appboy.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:58.570036,df740bd04f612d3d289749b4
||1x1rank.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:58.573928,df740bd04f612d3d289749b4
||1mp.mobi^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:58.622373,df740bd04f612d3d289749b4
||20min.app.tamedia.click^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:58.673871,df740bd04f612d3d289749b4
||204.scloud.lfengmobile.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:59.242436,df740bd04f612d3d289749b4
||207.net^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:59.594626,df740bd04f612d3d289749b4
||22006.tlnk.io^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:59.617654,df740bd04f612d3d289749b4
||247media.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:59.657576,df740bd04f612d3d289749b4
||22-fa-df9fb22a88ad420abf8c365738dd37cb.vip2-lon1.dlvr1.net^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:42:59.687689,df740bd04f612d3d289749b4
||24log.de^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:43:00.196879,df740bd04f612d3d289749b4
||22064.recycling.io^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:43:00.492524,df740bd04f612d3d289749b4
||247realmedia.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:43:00.555145,df740bd04f612d3d289749b4
||24pm-affiliation.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:43:00.584733,df740bd04f612d3d289749b4
||24log.com^$important,AVAILABILITY,origin.list,origin.list,2022-12-10 05:43:00.612368,df740bd04f612d3d289749b4
